index,audio_key,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
26,a-major,mid_high,2,101,풍류음악,bass,거문고,triplet,30/8,70,111,train,AP_E05_04278
27,a-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,81,127,train,AP_E01_03280
28,dmajor,high,10,120,풍류음악,main_melody,피리,triplet,4/4,65,65,train,AP_E04_02045
29,e-major,high,9,120,풍류음악,main_melody,해금,triplet,12/8,60,71,train,AP_E05_04341
30,emajor,very_high,2,120,풍류음악,sub_melody,소금,triplet,12/8,70,70,train,AP_E01_08088
31,eminor,high,15,120,풍류음악,sub_melody,가야금,triplet,4/4,67,67,train,AP_E04_01964
32,f#major,high,1,120,풍류음악,main_melody,해금,triplet,48/8,70,70,train,AP_E05_05488
33,b-minor,high,5,120,풍류음악,main_melody,피리,triplet,4/4,63,127,train,AP_E01_03345
34,emajor,mid_high,4,120,풍류음악,sub_melody,가야금,triplet,4/4,65,65,train,AP_E04_02058
35,amajor,high,12,120,풍류음악,main_melody,피리,triplet,4/4,63,63,train,AP_E04_01999
36,amajor,very_high,2,120,풍류음악,main_melody,대금,standard,60/8,57,63,train,AP_E01_02594
37,emajor,mid_high,12,120,풍류음악,bass,거문고,standard,4/4,101,101,train,AP_E04_01974
38,eminor,mid_high,4,100,풍류음악,sub_melody,가야금,triplet,12/8,69,100,train,AP_E01_03126
39,eminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,61,61,train,AP_E01_02654
40,aminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,66,90,train,AP_E01_03669
41,amajor,high,6,120,풍류음악,sub_melody,가야금,triplet,4/4,66,66,train,AP_E04_01910
42,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,88,88,train,AP_E01_02711
43,eminor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,30/8,48,75,train,AP_E01_02957
44,eminor,mid_high,3,55,풍류음악,bass,거문고,triplet,18/8,57,57,train,AP_E01_02919
45,amajor,very_high,9,120,풍류음악,main_melody,대금,triplet,10/8,71,105,train,AP_E02_04861
46,dmajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,70,112,train,AP_E01_03518
47,bminor,very_high,2,120,풍류음악,main_melody,대금,triplet,30/8,61,127,train,AP_E01_03450
48,g#minor,high,1,54,풍류음악,main_melody,피리,triplet,30/8,61,117,train,AP_E01_00064
49,a-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,78,110,train,AP_E01_03270
50,amajor,mid_high,2,120,풍류음악,bass,거문고,triplet,60/8,82,106,train,AP_E01_03535
51,amajor,very_high,5,120,풍류음악,main_melody,대금,triplet,10/8,77,111,train,AP_E02_04891
52,gminor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,55,55,train,AP_E01_02228
53,amajor,high,5,120,풍류음악,main_melody,피리,triplet,18/8,46,46,train,AP_E01_03114
54,bminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,66,66,train,AP_E01_03970
55,amajor,high,10,120,풍류음악,main_melody,해금,triplet,4/4,66,66,train,AP_E04_01996
56,e-minor,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03150
57,eminor,high,3,120,풍류음악,main_melody,해금,triplet,30/8,51,51,train,AP_E01_02474
58,g#minor,high,3,120,풍류음악,main_melody,해금,triplet,30/8,69,73,train,AP_E01_02447
59,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,86,86,train,AP_E01_02720
60,amajor,very_high,2,120,풍류음악,main_melody,피리,standard,60/8,92,127,train,AP_E01_06947
61,bmajor,mid_high,2,120,풍류음악,bass,거문고,triplet,30/8,50,50,train,AP_E01_02956
62,amajor,high,7,120,풍류음악,main_melody,해금,triplet,4/4,59,59,train,AP_E04_01989
63,aminor,mid_high,2,120,풍류음악,bass,거문고,standard,30/8,48,49,train,AP_E01_03773
64,amajor,high,10,120,풍류음악,main_melody,해금,triplet,4/4,64,64,train,AP_E04_01995
65,e-minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,18/8,114,114,train,AP_E01_03323
66,eminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,67,96,train,AP_E01_03683
67,amajor,mid_high,4,120,풍류음악,bass,거문고,triplet,18/8,72,72,train,AP_E01_05123
68,e-minor,mid_high,2,120,풍류음악,sub_melody,가야금,duodecuplet,18/8,61,61,train,AP_E01_02412
69,bminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,57,57,train,AP_E01_02649
70,emajor,very_high,2,120,풍류음악,main_melody,대금,standard,60/8,61,82,train,AP_E01_02591
71,emajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,72,72,train,AP_E01_03986
72,dmajor,high,3,132,풍류음악,main_melody,대금,triplet,18/8,60,60,train,AP_E01_02902
73,emajor,high,1,120,풍류음악,main_melody,대금,triplet,60/8,76,99,train,AP_E05_04866
74,emajor,high,5,120,풍류음악,main_melody,피리,triplet,12/8,78,78,train,AP_E01_07045
75,eminor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,64,64,train,AP_E01_03565
76,aminor,high,8,120,풍류음악,sub_melody,가야금,standard,12/8,64,70,train,AP_E01_03129
77,a-major,high,3,120,풍류음악,main_melody,피리,triplet,30/8,86,116,train,AP_E01_03303
78,f#minor,high,4,120,풍류음악,main_melody,해금,triplet,18/8,55,61,train,AP_E01_02556
79,aminor,high,2,120,풍류음악,main_melody,해금,triplet,18/8,56,83,train,AP_E01_03031
80,dminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,55,55,train,AP_E01_02244
81,f#major,high,3,120,풍류음악,main_melody,해금,triplet,12/8,55,55,train,AP_E01_02525
82,eminor,mid_high,7,120,풍류음악,sub_melody,가야금,triplet,18/8,38,43,train,AP_E01_05133
83,amajor,high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,69,69,train,AP_E01_03555
84,dminor,very_high,2,120,풍류음악,main_melody,대금,triplet,18/8,47,80,train,AP_E01_02990
85,c#major,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03176
86,e-minor,high,14,120,풍류음악,main_melody,해금,triplet,4/4,52,59,train,AP_E01_02843
87,amajor,high,7,100,풍류음악,main_melody,해금,triplet,12/8,70,70,train,AP_E01_03824
88,f#major,mid_high,8,120,풍류음악,sub_melody,가야금,triplet,12/8,62,62,train,AP_E01_02491
89,e-minor,mid_low,13,120,풍류음악,sub_melody,가야금,triplet,4/4,1,78,train,AP_E01_03244
90,emajor,mid_high,7,120,풍류음악,sub_melody,가야금,triplet,4/4,60,60,train,AP_E04_01968
91,f#minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,12/8,62,62,train,AP_E01_02521
92,eminor,high,2,120,풍류음악,bass,거문고,triplet,60/8,78,78,train,AP_E01_03533
93,f#minor,very_high,2,100,풍류음악,main_melody,대금,triplet,60/8,70,70,train,AP_E01_03919
94,b-minor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,59,107,train,AP_E01_03283
95,gmajor,mid_high,2,84,풍류음악,bass,거문고,standard,30/8,80,80,train,AP_E05_00140
96,amajor,very_high,7,100,풍류음악,main_melody,대금,triplet,12/8,61,70,train,AP_E01_03804
97,dmajor,high,3,132,풍류음악,main_melody,해금,triplet,18/8,55,55,train,AP_E01_02932
98,eminor,high,3,120,풍류음악,main_melody,해금,triplet,30/8,51,78,train,AP_E01_02965
99,aminor,mid_high,7,120,풍류음악,bass,거문고,triplet,18/8,58,82,train,AP_E01_03856
100,eminor,very_high,2,120,풍류음악,main_melody,대금,standard,18/8,44,83,train,AP_E01_02978
101,e-major,mid_high,2,120,풍류음악,bass,거문고,triplet,30/8,54,92,train,AP_E05_04261
102,emajor,very_high,6,120,풍류음악,main_melody,대금,triplet,12/8,68,93,train,AP_E01_03480
103,bminor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,107,107,train,AP_E01_04050
104,fminor,very_high,1,37,풍류음악,main_melody,대금,triplet,15/8,98,98,train,AP_E02_00080
105,e-minor,high,12,120,풍류음악,main_melody,피리,triplet,4/4,72,118,train,AP_E01_00069
106,f#minor,very_high,2,120,풍류음악,main_melody,대금,standard,60/8,59,105,train,AP_E01_02564
107,c#major,mid_high,2,53,풍류음악,bass,거문고,triplet,18/8,80,80,train,AP_E01_00582
108,c#minor,high,5,120,풍류음악,main_melody,해금,triplet,18/8,75,85,train,AP_E01_04098
109,emajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,58,58,train,AP_E01_02643
110,gmajor,mid_high,5,120,풍류음악,sub_melody,가야금,triplet,12/8,108,108,train,AP_E01_03358
111,a-major,very_high,2,120,풍류음악,sub_melody,단소,triplet,9/8,71,71,train,AP_E02_08098
112,eminor,mid_high,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03649
113,amajor,very_high,2,120,풍류음악,main_melody,피리,triplet,60/8,86,125,train,AP_E01_03589
114,emajor,very_high,5,120,풍류음악,main_melody,대금,triplet,10/8,70,91,train,AP_E02_04850
115,cmajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,61,61,train,AP_E01_02234
116,eminor,very_high,6,120,풍류음악,main_melody,해금,triplet,4/4,71,72,train,AP_E04_01930
117,c#major,high,1,68,풍류음악,main_melody,해금,triplet,12/8,80,80,train,AP_E04_00106
118,dminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,57,57,train,AP_E01_02238
119,f#minor,high,9,120,풍류음악,main_melody,대금,triplet,12/8,60,83,train,AP_E01_03473
120,amajor,high,12,120,풍류음악,main_melody,피리,triplet,4/4,70,70,train,AP_E04_02000
121,aminor,high,4,120,풍류음악,main_melody,해금,triplet,18/8,36,59,train,AP_E01_05140
122,e-minor,very_high,5,120,풍류음악,main_melody,해금,triplet,4/4,70,109,train,AP_E05_04286
123,fmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,56,57,train,AP_E01_02271
124,emajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,61,61,train,AP_E01_02651
125,a-major,mid,2,50,풍류음악,bass,거문고,triplet,18/8,65,127,train,AP_E01_00041
126,c#major,high,1,41,풍류음악,main_melody,피리,standard,60/8,87,117,train,AP_E01_00061
127,c#minor,high,6,120,풍류음악,main_melody,해금,triplet,18/8,65,84,train,AP_E01_04092
128,fmajor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,63,63,train,AP_E01_02219
129,f#minor,mid_high,4,120,풍류음악,sub_melody,가야금,standard,4/4,68,68,train,AP_E04_02062
130,amajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,58,106,train,AP_E01_06975
131,gminor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,65,73,train,AP_E01_02281
132,eminor,high,3,120,풍류음악,main_melody,피리,triplet,18/8,48,99,train,AP_E01_07014
133,dmajor,high,11,120,풍류음악,main_melody,해금,triplet,4/4,59,60,train,AP_E01_04007
134,a-major,high,3,120,풍류음악,main_melody,해금,triplet,30/8,61,61,train,AP_E01_02442
135,a-major,mid_high,2,165,풍류음악,bass,거문고,standard,12/8,100,100,train,AP_E04_00112
136,b-minor,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,66,66,train,AP_E01_03236
137,bminor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,30/8,67,67,train,AP_E01_02470
138,eminor,high,11,120,풍류음악,main_melody,피리,triplet,4/4,91,127,train,AP_E01_03586
139,amajor,high,5,120,풍류음악,sub_melody,가야금,triplet,18/8,60,60,train,AP_E01_03873
140,emajor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,18/8,37,37,train,AP_E01_03089
141,aminor,mid_high,3,120,풍류음악,bass,거문고,triplet,18/8,50,78,train,AP_E01_03000
142,a-major,mid_high,2,120,풍류음악,bass,거문고,triplet,48/8,71,74,train,AP_E05_05502
143,aminor,high,3,120,풍류음악,sub_melody,가야금,triplet,18/8,74,74,train,AP_E01_03869
144,f#major,very_high,1,47,풍류음악,sub_melody,단소,triplet,45/8,119,127,train,AP_E02_00660
145,amajor,mid,2,120,풍류음악,bass,거문고,triplet,60/8,52,71,train,AP_E01_02606
146,f#minor,mid_high,11,120,풍류음악,sub_melody,가야금,triplet,4/4,61,68,train,AP_E01_02780
147,eminor,high,2,120,풍류음악,main_melody,대금,triplet,60/8,90,127,train,AP_E01_03618
148,dminor,high,2,120,풍류음악,main_melody,해금,triplet,18/8,48,84,train,AP_E01_03028
149,amajor,very_high,2,120,풍류음악,main_melody,대금,standard,60/8,55,55,train,AP_E01_02582
150,bminor,mid_high,13,120,풍류음악,bass,거문고,triplet,4/4,58,69,train,AP_E01_02612
151,amajor,high,4,120,풍류음악,main_melody,피리,triplet,18/8,61,61,train,AP_E01_03882
152,dmajor,high,2,100,풍류음악,main_melody,피리,triplet,30/8,70,70,train,AP_E01_03797
153,gmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,61,61,train,AP_E01_02267
154,aminor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,4/4,64,64,train,AP_E04_01908
155,a-major,very_high,2,55,풍류음악,main_melody,대금,triplet,12/8,57,100,train,AP_E01_00058
156,a-major,high,2,120,풍류음악,main_melody,피리,triplet,30/8,94,127,train,AP_E01_03309
157,emajor,mid,8,120,풍류음악,sub_melody,가야금,triplet,12/8,71,87,train,AP_E01_03659
158,aminor,mid_high,5,120,풍류음악,bass,거문고,triplet,4/4,84,84,train,AP_E04_01923
159,amajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,71,99,train,AP_E01_06972
160,bminor,mid_high,4,120,풍류음악,bass,거문고,triplet,4/4,63,100,train,AP_E04_01979
161,a-major,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,12/8,64,64,train,AP_E01_02496
162,f#major,very_high,1,46,풍류음악,sub_melody,단소,triplet,45/8,110,127,train,AP_E02_00658
163,eminor,mid,13,120,풍류음악,bass,거문고,triplet,4/4,67,67,train,AP_E01_02622
164,e-minor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,78,127,train,AP_E01_03281
165,amajor,mid,2,120,풍류음악,bass,거문고,triplet,60/8,64,64,train,AP_E01_02626
166,e-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,54,111,train,AP_E01_03267
167,amajor,mid_high,6,120,풍류음악,bass,거문고,triplet,18/8,58,58,train,AP_E01_03857
168,b-minor,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03166
169,gmajor,mid_high,1,120,풍류음악,sub_melody,가야금,triplet,60/8,56,56,train,AP_E01_02254
170,gmajor,mid_high,4,120,풍류음악,sub_melody,가야금,triplet,18/8,45,86,train,AP_E01_03016
171,f#major,very_high,3,75,풍류음악,main_melody,대금,triplet,18/8,67,101,train,AP_E01_00072
172,eminor,very_high,6,120,풍류음악,main_melody,대금,triplet,4/4,56,100,train,AP_E04_01897
173,eminor,mid_high,2,100,풍류음악,bass,거문고,standard,60/8,70,70,train,AP_E01_03650
174,bminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,59,59,train,AP_E01_02637
175,emajor,very_high,3,120,풍류음악,main_melody,피리,triplet,18/8,58,71,train,AP_E01_03883
176,amajor,very_high,2,100,풍류음악,main_melody,대금,triplet,60/8,70,70,train,AP_E01_03905
177,e-minor,mid_high,25,120,풍류음악,sub_melody,가야금,triplet,3/4,99,124,train,AM_E01_02435
178,bminor,mid_high,2,100,풍류음악,bass,거문고,sextuplet,60/8,70,70,train,AP_E01_03653
179,g#minor,very_high,5,120,풍류음악,main_melody,피리,triplet,12/8,83,86,train,AP_E01_07043
180,cminor,high,6,56,풍류음악,main_melody,해금,triplet,12/8,63,118,train,AP_E01_00050
181,e-minor,mid,1,98,풍류음악,bass,거문고,triplet,30/8,68,110,train,AP_E05_04281
182,bminor,very_high,2,120,풍류음악,main_melody,해금,triplet,30/8,62,108,train,AP_E01_03465
183,bminor,mid_high,3,120,풍류음악,bass,거문고,triplet,30/8,68,68,train,AP_E01_02459
184,cmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,58,58,train,AP_E01_02856
185,dmajor,high,4,120,풍류음악,main_melody,피리,triplet,4/4,78,78,train,AP_E04_02084
186,c#major,high,2,120,풍류음악,main_melody,해금,triplet,12/8,64,64,train,AP_E01_02511
187,emajor,high,5,120,풍류음악,main_melody,피리,triplet,12/8,72,75,train,AP_E01_07059
188,amajor,high,6,120,풍류음악,main_melody,피리,triplet,4/4,59,59,train,AP_E04_01945
189,eminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,68,68,train,AP_E01_03670
190,emajor,high,13,120,풍류음악,main_melody,해금,triplet,4/4,64,64,train,AP_E01_02685
191,e-minor,high,3,120,풍류음악,main_melody,해금,triplet,48/8,70,74,train,AP_E05_05490
192,e-minor,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03152
193,f#minor,very_high,11,120,풍류음악,main_melody,대금,triplet,12/8,73,116,train,AP_E01_03475
194,f#minor,high,4,120,풍류음악,main_melody,해금,triplet,4/4,61,61,train,AP_E04_02074
195,amajor,high,7,120,풍류음악,main_melody,대금,triplet,4/4,71,71,train,AP_E04_02056
196,eminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,59,59,train,AP_E01_03662
197,eminor,high,2,120,풍류음악,main_melody,해금,triplet,30/8,56,127,train,AP_E01_03462
198,f#minor,very_high,11,120,풍류음악,main_melody,대금,triplet,4/4,50,98,train,AP_E01_02771
199,dminor,mid_high,4,120,풍류음악,sub_melody,가야금,triplet,18/8,50,85,train,AP_E01_03022
200,eminor,high,11,120,풍류음악,main_melody,해금,triplet,4/4,64,67,train,AP_E01_04014
201,emajor,mid_high,5,120,풍류음악,bass,거문고,triplet,18/8,42,42,train,AP_E01_03071
202,e-major,mid_high,1,44,풍류음악,bass,거문고,triplet,30/8,80,80,train,AP_E01_00580
203,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,76,127,train,AP_E01_06926
204,amajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,63,63,train,AP_E01_03692
205,amajor,high,7,100,풍류음악,main_melody,피리,triplet,12/8,70,70,train,AP_E01_03833
206,a-major,high,12,120,풍류음악,main_melody,피리,triplet,4/4,75,77,train,AP_E01_03191
207,amajor,very_high,2,120,풍류음악,main_melody,피리,triplet,60/8,99,122,train,AP_E01_06951
208,a-major,very_high,2,168,풍류음악,main_melody,해금,standard,12/8,80,80,train,AP_E04_00107
209,e-minor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,90,127,train,AP_E01_06960
210,emajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,51,75,train,AP_E01_02595
211,emajor,very_high,5,120,풍류음악,main_melody,대금,triplet,10/8,35,95,train,AP_E02_04847
212,b-minor,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03156
213,aminor,high,3,120,풍류음악,bass,거문고,standard,18/8,60,60,train,AP_E01_03858
214,amajor,mid_high,6,120,풍류음악,bass,거문고,triplet,18/8,56,70,train,AP_E01_05127
215,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,63,63,train,AP_E01_02703
216,e-major,mid_high,14,120,풍류음악,sub_melody,가야금,triplet,4/4,61,61,train,AP_E01_03232
217,a-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,75,127,train,AP_E01_03285
218,emajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,69,97,train,AP_E01_02575
219,c#major,mid_low,2,120,풍류음악,main_melody,해금,triplet,21/8,71,104,train,AP_E05_04291
220,amajor,mid_high,16,120,풍류음악,bass,거문고,triplet,4/4,58,77,train,AP_E01_02776
221,amajor,mid,2,120,풍류음악,bass,거문고,triplet,60/8,33,64,train,AP_E01_02609
222,amajor,mid,3,120,풍류음악,bass,거문고,triplet,30/8,59,59,train,AP_E01_02460
223,amajor,very_high,6,120,풍류음악,main_melody,대금,triplet,18/8,59,91,train,AP_E01_03851
224,amajor,high,4,120,풍류음악,main_melody,피리,triplet,4/4,30,30,train,AP_E04_02085
225,bminor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,98,98,train,AP_E01_02706
226,amajor,very_high,12,120,풍류음악,main_melody,해금,triplet,4/4,59,67,train,AP_E01_02690
227,aminor,mid_high,7,120,풍류음악,bass,거문고,triplet,18/8,48,48,train,AP_E01_05121
228,emajor,high,27,120,풍류음악,main_melody,해금,triplet,4/4,66,88,train,AM_E01_02784
229,e-minor,high,2,50,풍류음악,riff,양금,standard,18/8,73,100,train,AP_E01_00035
230,dmajor,very_high,2,120,풍류음악,main_melody,대금,triplet,30/8,49,72,train,AP_E01_03766
231,b-minor,high,2,100,풍류음악,main_melody,해금,triplet,30/8,70,70,train,AP_E01_04074
232,e-minor,high,8,120,풍류음악,main_melody,피리,triplet,30/8,66,127,train,AM_E01_03301
233,bminor,mid_high,5,120,풍류음악,sub_melody,가야금,triplet,18/8,47,47,train,AP_E01_03092
234,emajor,mid_high,2,120,풍류음악,bass,거문고,triplet,30/8,46,46,train,AP_E01_02954
235,emajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,59,110,train,AP_E01_02569
236,emajor,high,2,120,풍류음악,main_melody,대금,triplet,60/8,83,115,train,AP_E01_03607
237,aminor,mid_high,4,120,풍류음악,sub_melody,가야금,triplet,18/8,56,100,train,AP_E01_03014
238,a-major,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,59,59,train,AP_E01_02811
239,eminor,mid_high,10,120,풍류음악,sub_melody,가야금,triplet,4/4,42,42,train,AP_E01_03091
240,dmajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,77,127,train,AP_E01_06961
241,cmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,61,61,train,AP_E01_02275
242,amajor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,18/8,72,73,train,AP_E01_03874
243,e-minor,high,2,100,풍류음악,main_melody,해금,triplet,30/8,66,86,train,AP_E05_04299
244,f#major,high,2,120,풍류음악,main_melody,해금,triplet,18/8,68,68,train,AP_E01_04095
245,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,92,92,train,AP_E01_04063
246,emajor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,57,91,train,AP_E01_03675
247,f#minor,very_high,3,120,풍류음악,sub_melody,단소,triplet,12/8,59,90,train,AP_E04_07780
248,eminor,mid_high,5,120,풍류음악,bass,거문고,triplet,4/4,85,85,train,AP_E04_01924
249,amajor,high,3,94,풍류음악,main_melody,대금,triplet,18/8,59,59,train,AP_E01_02904
250,fminor,mid_high,10,120,풍류음악,sub_melody,가야금,triplet,4/4,67,67,train,AP_E01_03289
251,emajor,high,14,120,풍류음악,main_melody,피리,triplet,4/4,73,73,train,AP_E01_03729
252,a-major,very_high,4,120,풍류음악,sub_melody,소금,triplet,12/8,63,105,train,AP_E04_07790
253,dmajor,high,5,120,풍류음악,main_melody,피리,triplet,12/8,78,78,train,AP_E01_07039
254,e-major,very_high,3,120,풍류음악,main_melody,해금,triplet,18/8,71,108,train,AP_E01_02433
255,bmajor,high,10,120,풍류음악,main_melody,피리,triplet,12/8,57,59,train,AP_E01_03513
256,a-major,high,2,103,풍류음악,main_melody,해금,triplet,21/8,61,104,train,AP_E05_04295
257,f#major,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,18/8,62,62,train,AP_E01_04083
258,emajor,high,9,120,풍류음악,main_melody,해금,standard,4/4,66,85,train,AP_E04_02033
259,dmajor,mid_high,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03954
260,c#major,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,86,train,AP_E01_03167
261,c#major,mid,12,120,풍류음악,sub_melody,가야금,standard,4/4,88,88,train,AP_E01_03218
262,c#minor,high,3,120,풍류음악,main_melody,해금,triplet,12/8,56,56,train,AP_E01_02533
263,bminor,mid_high,3,120,풍류음악,bass,거문고,triplet,18/8,42,42,train,AP_E01_03072
264,dmajor,high,4,120,풍류음악,main_melody,해금,triplet,18/8,40,77,train,AP_E01_03037
265,emajor,mid_high,3,120,풍류음악,bass,거문고,triplet,30/8,46,46,train,AP_E01_03770
266,f#minor,mid_high,4,120,풍류음악,sub_melody,가야금,triplet,4/4,75,75,train,AP_E04_02061
267,eminor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,82,88,train,AP_E01_02860
268,aminor,mid_high,3,120,풍류음악,sub_melody,가야금,standard,18/8,39,70,train,AP_E01_03008
269,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,88,88,train,AP_E01_04061
270,dmajor,high,3,120,풍류음악,main_melody,피리,triplet,18/8,65,93,train,AP_E01_07012
